aar,status,type,beskrivelse,count(*)
2022,Duplikat,"Overhengende/lave greiner/busker","Beskjæring/trimming av trær/busker - Overhengende/lave greiner/busker",1
2022,Duplikat,P-plass,"Renhold - P-plass",1
2022,Duplikat,"Registrering ønske om søppelkasse","Søppel - Registrering ønske om søppelkasse",1
2022,Duplikat,Renhold,"Toaletter - Renhold",1
2022,Duplikat,"Skadet ledning","Gatelys - Skadet ledning",1
2022,Duplikat,Stranddusj,"Badeplass - Stranddusj",1
2022,Duplikat,Sykkelfelt,"Hull i veien - Sykkelfelt",1
2022,Duplikat,"Søppel i park","Søppel - Søppel i park",1
2022,Duplikat,"Trafikklys - Blinker gult","Trafikklys - Blinker gult",1
2022,Duplikat,"Trafikklys - Trykknapp","Trafikklys - Trykknapp",1
2022,Duplikat,Utmark,"Ulovlig overnatting - Utmark",1
2022,"Eiendoms og byfornyelsesetaten",Brygge/badetrapp,"Badeplass - Brygge/badetrapp",1
2022,"Eiendoms og byfornyelsesetaten",Feil/mangler,"Lekeplass - Feil/mangler",1
2022,"Eiendoms og byfornyelsesetaten","Feil/skade på søppelkasse","Søppel - Feil/skade på søppelkasse",1
2022,"Eiendoms og byfornyelsesetaten",Fortau,"Brøyting/strøing - Fortau",1
2022,"Eiendoms og byfornyelsesetaten","Fremmed art - Parkslirekne","Problematiske fremmede arter - Parkslirekne",1
2022,"Eiendoms og byfornyelsesetaten","Greiner skygger for belysning","Trær - Greiner skygger for belysning",1
2022,"Eiendoms og byfornyelsesetaten","Skilt i park/friområde","Skilt - Skilt i park/friområde",1
2022,"Eiendoms og byfornyelsesetaten",Tagging,"Tagging - Tagging",1
2022,"Eiendoms og byfornyelsesetaten",Veibane,"Brøyting/strøing - Veibane",1
2022,"Eiendoms og byfornyelsesetaten",Veibane,"Hull i veien - Veibane",1
2022,Elvia/Hafslund,"Hindrer sikt til skilt/signalanlegg","Trær - Hindrer sikt til skilt/signalanlegg",1
2022,Elvia/Hafslund,"Park/friområde","Renhold - Park/friområde",1
2022,Elvia/Hafslund,Renhold,"Bymøbel - Renhold",1
2022,Elvia/Hafslund,"Tett/skadet sluk","Sluk, kummer og lokk - Tett/skadet sluk",1
2022,Elvia/Hafslund,"Tur-, gang- og sykkelvei","Hull i veien - Tur-, gang- og sykkelvei",1
2022,"Entreprenør for toalett",Tagging,"Tagging - Tagging",1
2022,"Feilparkert kjøretøy/elsparkesykkel",Bommer,"Bommer - Bommer",1
2022,"Feilparkert kjøretøy/elsparkesykkel",Feil/mangler,"Bymøbel - Feil/mangler",1
2022,"Feilparkert kjøretøy/elsparkesykkel","Registrering villfylling/hageavfall","Søppel - Registrering villfylling/hageavfall",1
2022,"Feilparkert kjøretøy/elsparkesykkel","Skadet/Påkjørt trafikkskilt","Skilt - Skadet/Påkjørt trafikkskilt",1
2022,"Feilparkert kjøretøy/elsparkesykkel","Skilt i park/friområde","Skilt - Skilt i park/friområde",1
2022,"Feilparkert kjøretøy/elsparkesykkel","Tur-, gang og sykkelvei","Brøyting/strøing - Tur-, gang og sykkelvei",1
2022,Forsvarsbygg,"Søppel på holdeplass","Søppel - Søppel på holdeplass",1
2022,Forsvarsbygg,"Tur-, gang og sykkelvei","Brøyting/strøing - Tur-, gang og sykkelvei",1
2022,Forsvarsbygg,"Tur-, gang- og sykkelvei","Hull i veien - Tur-, gang- og sykkelvei",1
2022,Fritekst,"Fremmed art - Canadagulris","Problematiske fremmede arter - Canadagulris",1
2022,Fritekst,"Fremmed art - Parkslirekne","Problematiske fremmede arter - Parkslirekne",1
2022,Fritekst,"Fulle søppelkasser","Holdeplasser - Fulle søppelkasser",1
2022,Fritekst,"Greiner skygger for belysning","Beskjæring/trimming av trær/busker - Greiner skygger for belysning",1
2022,Fritekst,"Greiner skygger for belysning","Gatelys - Greiner skygger for belysning",1
2022,Fritekst,"Hindrer sikt til skilt/signalanlegg","Beskjæring/trimming av trær/busker - Hindrer sikt til skilt/signalanlegg",1
2022,Fritekst,Holdeplass,"Bymøbel - Holdeplass",1
2022,Fritekst,"Langs trikkeskinner","Hull i veien - Langs trikkeskinner",1
2022,Fritekst,"Livbøye","Badeplass - Livbøye",1
2022,Fritekst,"Overhengende/lave greiner/busker","Beskjæring/trimming av trær/busker - Overhengende/lave greiner/busker",1
2022,Fritekst,Stranddusj,"Badeplass - Stranddusj",1
2022,Fritekst,"Trafikklys - Mørkt anlegg","Trafikklys - Mørkt anlegg",1
2022,Fritekst,"Trafikkøyer og rundkjøringer","Gressklipping - Trafikkøyer og rundkjøringer",1
2022,Gravferdsetaten,"Annen forsøpling","Søppel - Annen forsøpling",1
2022,Gravferdsetaten,Annet,"Gatelys - Annet",1
2022,Gravferdsetaten,Tagging,"Tagging - Tagging",1
2022,Gravferdsetaten,"Tur-, gang- og sykkelvei","Hull i veien - Tur-, gang- og sykkelvei",1
2022,"Gårdeiers ansvar",Brygge/badetrapp,"Badeplass - Brygge/badetrapp",1
2022,"Gårdeiers ansvar",Byggesonen,"Ulovlig overnatting - Byggesonen",1
2022,"Gårdeiers ansvar",Feil/mangler,"Bymøbel - Feil/mangler",1
2022,"Gårdeiers ansvar","Feil/skade på søppelkasse","Søppel - Feil/skade på søppelkasse",1
2022,"Gårdeiers ansvar","Mørk lampe","Gatelys - Mørk lampe",1
2022,"Gårdeiers ansvar","Søppel på holdeplass","Søppel - Søppel på holdeplass",1
2022,"Ikke behandlet","Andre mangler","Holdeplasser - Andre mangler",1
2022,"Ikke behandlet",Byggesonen,"Ulovlig overnatting - Byggesonen",1
2022,"Ikke behandlet",Fortau,"Renhold - Fortau",1
2022,"Ikke behandlet","Hindrer sikt til skilt/signalanlegg","Beskjæring/trimming av trær/busker - Hindrer sikt til skilt/signalanlegg",1
2022,"Ikke behandlet",Holdeplass,"Bymøbel - Holdeplass",1
2022,"Ikke behandlet","Plen/grøntområder","Gressklipping - Plen/grøntområder",1
2022,"Ikke behandlet",Risiko,"Lekeplass - Risiko",1
2022,"Ikke behandlet","Skilt i park/friområde","Skilt - Skilt i park/friområde",1
2022,"Ikke behandlet",Sykkelfelt,"Hull i veien - Sykkelfelt",1
2022,"Ikke behandlet","Trafikklys - Annet","Trafikklys - Annet",1
2022,"Ikke behandlet","Trafikklys - Deteksjon/sensorfeil","Trafikklys - Deteksjon/sensorfeil",1
2022,"Ikke behandlet","Tur-, gang- og sykkelvei","Renhold - Tur-, gang- og sykkelvei",1
2022,"Ikke behandlet",Turveiskilt,"Skilt - Turveiskilt",1
2022,"Ikke behandlet",Utmark,"Ulovlig overnatting - Utmark",1
2022,"Ikke behandlet","Ønske om nytt tre","Trær - Ønske om nytt tre",1
2022,"Kirkelig fellesråd",Annet,"Gatelys - Annet",1
2022,"Kirkelig fellesråd",Feil/mangler,"Bymøbel - Feil/mangler",1
2022,"Kirkelig fellesråd","Gjengrodd sti/turvei","Trær - Gjengrodd sti/turvei",1
2022,"Kirkelig fellesråd",Risiko,"Trær - Risiko",1
2022,"Kirkelig fellesråd","Tett/skadet sluk","Sluk, kummer og lokk - Tett/skadet sluk",1
2022,Kulturetaten,Bommer,"Bommer - Bommer",1
2022,Kulturetaten,"Farlig avfall","Søppel - Farlig avfall",1
2022,Kulturetaten,Renhold,"Bymøbel - Renhold",1
2022,"Leverandør avfallsekker","Feil/skade på søppelkasse","Søppel - Feil/skade på søppelkasse",1
2022,"Leverandør avfallsekker","Søppel på holdeplass","Søppel - Søppel på holdeplass",1
2022,"Leverandør avfallsekker",Veibane,"Brøyting/strøing - Veibane",1
2022,"Oslo Havn KF",Bommer,"Bommer - Bommer",1
2022,"Oslo Havn KF","Dårlig standard etter gravearbeid","Hull i veien - Dårlig standard etter gravearbeid",1
2022,"Oslo Havn KF",P-plass,"Brøyting/strøing - P-plass",1
2022,"Oslo Havn KF","Park/friområde","Renhold - Park/friområde",1
2022,"Oslo Havn KF","Plen/grøntområder","Gressklipping - Plen/grøntområder",1
2022,"Oslo Havn KF",Risiko,"Lekeplass - Risiko",1
2022,"Oslo Havn KF","Tett/skadet sluk","Sluk, kummer og lokk - Tett/skadet sluk",1
2022,"Oslobygg KF",Brygge/badetrapp,"Badeplass - Brygge/badetrapp",1
2022,"Oslobygg KF",Byggesonen,"Ulovlig overnatting - Byggesonen",1
2022,"Oslobygg KF","Dårlig standard etter gravearbeid","Hull i veien - Dårlig standard etter gravearbeid",1
2022,"Oslobygg KF","Farlig avfall","Søppel - Farlig avfall",1
2022,"Oslobygg KF","Feil/skade på søppelkasse","Søppel - Feil/skade på søppelkasse",1
2022,"Oslobygg KF","Greiner skygger for belysning","Gatelys - Greiner skygger for belysning",1
2022,"Oslobygg KF","Hindrer sikt til skilt/signalanlegg","Beskjæring/trimming av trær/busker - Hindrer sikt til skilt/signalanlegg",1
2022,"Oslobygg KF","Hindrer sikt til skilt/signalanlegg","Trær - Hindrer sikt til skilt/signalanlegg",1
2022,"Oslobygg KF",Holdeplass,"Bymøbel - Holdeplass",1
2022,"Oslobygg KF","Mørk lampe","Gatelys - Mørk lampe",1
2022,"Oslobygg KF","Registrering villfylling/hageavfall","Søppel - Registrering villfylling/hageavfall",1
2022,"Oslobygg KF","Skadet armatur / lampe","Gatelys - Skadet armatur / lampe",1
2022,"Oslobygg KF","Tur-, gang- og sykkelvei","Hull i veien - Tur-, gang- og sykkelvei",1
2022,"Oslobygg KF",Turveiskilt,"Skilt - Turveiskilt",1
2022,"Oslobygg KF",Veibane,"Hull i veien - Veibane",1
2022,"Plan- og bygningsetaten",Fortau,"Renhold - Fortau",1
2022,"Plan- og bygningsetaten","Runde lokk som slår","Sluk, kummer og lokk - Runde lokk som slår",1
2022,"Plan- og bygningsetaten","Visningsskilt til severdighet","Skilt - Visningsskilt til severdighet",1
2022,"Privat eiendom",Blunker,"Gatelys - Blunker",1
2022,"Privat eiendom",Feil/mangler,"Idrettsutstyr - Feil/mangler",1
2022,"Privat eiendom","Firkantete lokk som slår","Sluk, kummer og lokk - Firkantete lokk som slår",1
2022,"Privat eiendom","Fremmed art - Parkslirekne","Problematiske fremmede arter - Parkslirekne",1
2022,"Privat eiendom","Fremmed art - Russesvalerot","Problematiske fremmede arter - Russesvalerot",1
2022,"Privat eiendom","Full beholder","Søppel - Returpunkt glass og metall - Full beholder",1
2022,"Privat eiendom","Fulle søppelkasser","Holdeplasser - Fulle søppelkasser",1
2022,"Privat eiendom","Hindrer sikt til skilt/signalanlegg","Beskjæring/trimming av trær/busker - Hindrer sikt til skilt/signalanlegg",1
2022,"Privat eiendom","Overhengende/lave greiner/busker","Beskjæring/trimming av trær/busker - Overhengende/lave greiner/busker",1
2022,"Privat eiendom",P-plass,"Brøyting/strøing - P-plass",1
2022,"Privat eiendom","Skadet ledning","Gatelys - Skadet ledning",1
2022,"Privat eiendom",Sykkelfelt,"Brøyting/strøing - Sykkelfelt",1
2022,"Privat eiendom",Sykkelfelt,"Renhold - Sykkelfelt",1
2022,"Privat eiendom","Søppel på holdeplass","Søppel - Søppel på holdeplass",1
2022,"Privat eiendom","Trafikklys - Mørkt anlegg","Trafikklys - Mørkt anlegg",1
2022,"Privat eiendom","Trafikkøyer og rundkjøringer","Gressklipping - Trafikkøyer og rundkjøringer",1
2022,"Privat eiendom",Turveiskilt,"Skilt - Turveiskilt",1
2022,"Privat vei",Blunker,"Gatelys - Blunker",1
2022,"Privat vei","Farlig avfall","Søppel - Farlig avfall",1
2022,"Privat vei","Fulle søppelkasser","Holdeplasser - Fulle søppelkasser",1
2022,"Privat vei","Hindrer sikt til skilt/signalanlegg","Beskjæring/trimming av trær/busker - Hindrer sikt til skilt/signalanlegg",1
2022,"Privat vei",Holdeplass,"Renhold - Holdeplass",1
2022,"Privat vei","Manglende/skadet gatenavnskilt","Skilt - Manglende/skadet gatenavnskilt",1
2022,"Privat vei","Mørkt område minst 4 stk","Gatelys - Mørkt område minst 4 stk",1
2022,"Privat vei",P-plass,"Renhold - P-plass",1
2022,"Privat vei","Runde lokk som slår","Sluk, kummer og lokk - Runde lokk som slår",1
2022,"Privat vei","Skadet mast","Gatelys - Skadet mast / stolpe",1
2022,"Privat vei",Sykkelfelt,"Renhold - Sykkelfelt",1
2022,"Privat vei","Trafikkøyer og rundkjøringer","Gressklipping - Trafikkøyer og rundkjøringer",1
2022,"Privat vei",Turveiskilt,"Skilt - Turveiskilt",1
2022,Saksbehandles,Blender,"Gatelys - Blender",1
2022,Saksbehandles,"Feil/skade på søppelkasse","Søppel - Feil/skade på søppelkasse",1
2022,Saksbehandles,"Fremmed art - Kjempebjørnekjeks / Tromsøpalme","Problematiske fremmede arter - Kjempebjørnekjeks / Tromsøpalme",1
2022,Saksbehandles,"Fulle søppelkasser","Holdeplasser - Fulle søppelkasser",1
2022,Saksbehandles,"Hindrer sikt til skilt/signalanlegg","Beskjæring/trimming av trær/busker - Hindrer sikt til skilt/signalanlegg",1
2022,Saksbehandles,Holdeplass,"Brøyting/strøing - Holdeplass",1
2022,Saksbehandles,Holdeplass,"Bymøbel - Holdeplass",1
2022,Saksbehandles,Holdeplass,"Renhold - Holdeplass",1
2022,Saksbehandles,"Mørk lampe","Gatelys - Mørk lampe",1
2022,Saksbehandles,"Overhengende/lave greiner/busker","Beskjæring/trimming av trær/busker - Overhengende/lave greiner/busker",1
2022,Saksbehandles,Risiko,"Lekeplass - Risiko",1
2022,Saksbehandles,Skader/mangler,"Toaletter - Skader/mangler",1
2022,Saksbehandles,"Skadet mast","Gatelys - Skadet mast / stolpe",1
2022,Saksbehandles,Sykkelfelt,"Renhold - Sykkelfelt",1
2022,Saksbehandles,"Søppel på holdeplass","Søppel - Søppel på holdeplass",1
2022,Slottsforvalter,"Hindrer sikt til skilt/signalanlegg","Trær - Hindrer sikt til skilt/signalanlegg",1
2022,Slottsforvalter,Utmark,"Ulovlig overnatting - Utmark",1
2022,"Sporveien AS",Byggesonen,"Ulovlig overnatting - Byggesonen",1
2022,"Sporveien AS",Feil/mangler,"Idrettsutstyr - Feil/mangler",1
2022,"Sporveien AS","Feil/skade på søppelkasse","Søppel - Feil/skade på søppelkasse",1
2022,"Sporveien AS","Manglende/skadet gatenavnskilt","Skilt - Manglende/skadet gatenavnskilt",1
2022,"Sporveien AS","Plen/grøntområder","Gressklipping - Plen/grøntområder",1
2022,"Sporveien AS",Renhold,"Bymøbel - Renhold",1
2022,"Sporveien AS",Risiko,"Trær - Risiko",1
2022,"Sporveien AS","Skilt i park/friområde","Skilt - Skilt i park/friområde",1
2022,"Sporveien AS",Sykkelfelt,"Hull i veien - Sykkelfelt",1
2022,"Sporveien AS","Trafikkøyer og rundkjøringer","Gressklipping - Trafikkøyer og rundkjøringer",1
2022,"Sporveien AS","Tur-, gang og sykkelvei","Brøyting/strøing - Tur-, gang og sykkelvei",1
2022,"Sporveien AS",Veibane,"Renhold - Veibane",1
2022,"Statens vegvesen",Blender,"Gatelys - Blender",1
2022,"Statens vegvesen",Feil/mangler,"Idrettsutstyr - Feil/mangler",1
2022,"Statens vegvesen","Greiner skygger for belysning","Trær - Greiner skygger for belysning",1
2022,"Statens vegvesen","Lyser på dagen","Gatelys - Lyser på dagen",1
2022,"Statens vegvesen","Skadet armatur / lampe","Gatelys - Skadet armatur / lampe",1
2022,"Statens vegvesen","Skadet ledning","Gatelys - Skadet ledning",1
2022,"Statens vegvesen","Trafikklys - Blinker gult","Trafikklys - Blinker gult",1
2022,"Statens vegvesen","Visningsskilt til severdighet","Skilt - Visningsskilt til severdighet",1
2022,Statsbygg,Byggesonen,"Ulovlig overnatting - Byggesonen",1
2022,Statsbygg,Feil/mangler,"Idrettsutstyr - Feil/mangler",1
2022,Statsbygg,"Firkantete lokk som slår","Sluk, kummer og lokk - Firkantete lokk som slår",1
2022,Statsbygg,"Manglende/skadet gatenavnskilt","Skilt - Manglende/skadet gatenavnskilt",1
2022,Statsbygg,"Mørkt område minst 4 stk","Gatelys - Mørkt område minst 4 stk",1
2022,Statsbygg,P-plass,"Renhold - P-plass",1
2022,Statsbygg,"Plen/grøntområder","Gressklipping - Plen/grøntområder",1
2022,Statsbygg,Risiko,"Trær - Risiko",1
2022,Statsbygg,Sykkelfelt,"Hull i veien - Sykkelfelt",1
2022,Statsbygg,"Tur-, gang og sykkelvei","Brøyting/strøing - Tur-, gang og sykkelvei",1
2022,Statsbygg,"Tur-, gang- og sykkelvei","Renhold - Tur-, gang- og sykkelvei",1
2022,Telenor,"Annen forsøpling","Søppel - Annen forsøpling",1
2022,Telenor,Feil/mangler,"Bymøbel - Feil/mangler",1
2022,Telenor,Fortau,"Brøyting/strøing - Fortau",1
2022,Telenor,"Greiner skygger for belysning","Trær - Greiner skygger for belysning",1
2022,Telenor,"Tett/skadet sluk","Sluk, kummer og lokk - Tett/skadet sluk",1
2022,Telenor,"Tur-, gang- og sykkelvei","Hull i veien - Tur-, gang- og sykkelvei",1
2022,"Treforvaltning - Del av årshjul",Brekkasje,"Trær - Brekkasje",1
2022,"Under behandling",Blender,"Gatelys - Blender",1
2022,"Under behandling",Bussbom,"Bommer - Bussbom",1
2022,"Under behandling","Farlig avfall","Søppel - Farlig avfall",1
2022,"Under behandling","Firkantete lokk som slår","Sluk, kummer og lokk - Firkantete lokk som slår",1
2022,"Under behandling","Greiner skygger for belysning","Trær - Greiner skygger for belysning",1
2022,"Under behandling","Hindrer sikt til skilt/signalanlegg","Trær - Hindrer sikt til skilt/signalanlegg",1
2022,"Under behandling","Trafikklys - Deteksjon/sensorfeil","Trafikklys - Deteksjon/sensorfeil",1
2022,"Under behandling","Trafikklys - Tidsintervall","Trafikklys - Tidsintervall",1
2022,"Utbedring bestilt",P-plass,"Hull i veien - P-plass",1
2022,"Utbedring bestilt",Renhold,"Toaletter - Renhold",1
2022,"Utbedring bestilt","Skade / hærverk","Ladestolper - Skade / hærverk",1
2022,"Vann- og avløpsetaten",Fortau,"Renhold - Fortau",1
2022,"Vann- og avløpsetaten",Risiko,"Lekeplass - Risiko",1
2022,"Vann- og avløpsetaten",Stranddusj,"Badeplass - Stranddusj",1
2022,"Vann- og avløpsetaten","Trafikklys - Annet","Trafikklys - Annet",1
2022,"Vann- og avløpsetaten","Tur-, gang og sykkelvei","Brøyting/strøing - Tur-, gang og sykkelvei",1
2022,"Vann- og avløpsetaten","Tur-, gang- og sykkelvei","Renhold - Tur-, gang- og sykkelvei",1
2022,"Vann- og avløpsetaten",Utmark,"Ulovlig overnatting - Utmark",1
2022,"Vann- og avløpsetaten",Veibane,"Renhold - Veibane",1
2022,"Videresendt BYM områdeansvarlig",P-plass,"Hull i veien - P-plass",1
2022,"Videresendt BYM områdeansvarlig",Sykkelfelt,"Hull i veien - Sykkelfelt",1
2022,"Videresendt arbeidsordre","Display / kvittering viser feil","Betalingsautomater - Display / kvittering viser feil",1
2022,"Videresendt parkforvaltning",Blender,"Gatelys - Blender",1
2022,"Videresendt parkforvaltning",Byggesonen,"Ulovlig overnatting - Byggesonen",1
2022,"Videresendt parkforvaltning","Firkantete lokk som slår","Sluk, kummer og lokk - Firkantete lokk som slår",1
2022,"Videresendt parkforvaltning","Fremmed art - Parkslirekne","Problematiske fremmede arter - Parkslirekne",1
2022,"Videresendt parkforvaltning","Fulle søppelkasser","Holdeplasser - Fulle søppelkasser",1
2022,"Videresendt parkforvaltning","Greiner skygger for belysning","Beskjæring/trimming av trær/busker - Greiner skygger for belysning",1
2022,"Videresendt parkforvaltning","Hindrer sikt til skilt/signalanlegg","Beskjæring/trimming av trær/busker - Hindrer sikt til skilt/signalanlegg",1
2022,"Videresendt parkforvaltning","Midlertidig skilting","Skilt - Midlertidig skilting",1
2022,"Videresendt parkforvaltning","Mørkt område minst 4 stk","Gatelys - Mørkt område minst 4 stk",1
2022,"Videresendt parkforvaltning",Renhold,"Bymøbel - Renhold",1
2022,"Videresendt parkforvaltning",Sykkelfelt,"Hull i veien - Sykkelfelt",1
2022,"Videresendt vaktsentralen",Annet,"Gatelys - Annet",1
2022,"Videresendt vaktsentralen",Byggesonen,"Ulovlig overnatting - Byggesonen",1
2022,"Videresendt vaktsentralen","Farlig avfall","Søppel - Farlig avfall",1
2022,"Videresendt vaktsentralen","Feil/skade på søppelkasse","Søppel - Feil/skade på søppelkasse",1
2022,"Videresendt vaktsentralen","Fulle søppelkasser","Holdeplasser - Fulle søppelkasser",1
2022,"Videresendt vaktsentralen","Mørkt område minst 4 stk","Gatelys - Mørkt område minst 4 stk",1
2022,"Videresendt vaktsentralen",Parkeringsskilt,"Skilt - Parkeringsskilt",1
2022,"Videresendt vaktsentralen","Skadet/Påkjørt trafikkskilt","Skilt - Skadet/Påkjørt trafikkskilt",1
2022,"Videresendt vaktsentralen","Skilt i park/friområde","Skilt - Skilt i park/friområde",1
2022,"Videresendt vaktsentralen",Sykkelfelt,"Hull i veien - Sykkelfelt",1
2022,"Videresendt vaktsentralen","Søppel på holdeplass","Søppel - Søppel på holdeplass",1
