aar,status,type,beskrivelse,count(*)
2021,"Videresendt parkforvaltning","Ønske om nytt tre","Trær - Ønske om nytt tre",3
2021,"Videresendt vaktsentralen",P-plass,"Brøyting/strøing - P-plass",3
2021,"Videresendt veidrift","Dårlig standard etter gravearbeid","Hull i veien - Dårlig standard etter gravearbeid",3
2021,"Videresendt veidrift","Tur-, gang- og sykkelvei","Hull i veien - Tur-, gang- og sykkelvei",3
2021,"Aktør for sparkesykkel",Fortau,"Hull i veien - Fortau",2
2021,"Aktør for sparkesykkel",Veibane,"Renhold - Veibane",2
2021,"Aktør for sparkesykkel","Ødelagt servicestasjon/pumpe","Sykkel - Ødelagt servicestasjon/pumpe",2
2021,"Arbeid utført","Fremmed art - Kjempebjørnekjeks / Tromsøpalme","Problematiske fremmede arter - Kjempebjørnekjeks / Tromsøpalme",2
2021,"Arbeid utført","Manglende vanning","Skøytebane - Manglende vanning",2
2021,"Arbeid utført","Registrering villfylling/hageavfall","Renhold - Registrering villfylling/hageavfall",2
2021,"Arbeid utført",Stranddusj,"Badeplass - Stranddusj",2
2021,"Arbeid utført",Turveiskilt,"Skilt - Turveiskilt",2
2021,"Arbeid utført",Vedlikehold,"Bymøbel - Vedlikehold",2
2021,BaneNor,Risiko,"Trær - Risiko",2
2021,"Bydel Alna","Tur-, gang- og sykkelvei","Hull i veien - Tur-, gang- og sykkelvei",2
2021,"Bydel Frogner","Tett/skadet sluk","Sluk, kummer og lokk - Tett/skadet sluk",2
2021,"Bydel Gamle Oslo","Fulle søppelkasser","Søppel - Fulle søppelkasser",2
2021,"Bydel Gamle Oslo","Park/friområde","Renhold - Park/friområde",2
2021,"Bydel Grünerløkka",Brekkasje,"Trær - Brekkasje",2
2021,"Bydel Grünerløkka",Feil/mangler,"Idrettsutstyr - Feil/mangler",2
2021,"Bydel Grünerløkka","Feil/skade på søppelkasse","Søppel - Feil/skade på søppelkasse",2
2021,"Bydel Grünerløkka",Renhold,"Bymøbel - Renhold",2
2021,"Bydel Grünerløkka",Skader/mangler,"Toaletter - Skader/mangler",2
2021,"Bydel Grünerløkka","Skilt i park/friområde","Skilt - Skilt i park/friområde",2
2021,"Bydel Grünerløkka","Tur-, gang og sykkelvei","Brøyting/strøing - Tur-, gang og sykkelvei",2
2021,"Bydel Grünerløkka","Tur-, gang- og sykkelvei","Hull i veien - Tur-, gang- og sykkelvei",2
2021,"Bydel Nordre Aker",Feil/mangler,"Bymøbel - Feil/mangler",2
2021,"Bydel Nordre Aker",Feil/mangler,"Lekeplass - Feil/mangler",2
2021,"Bydel Nordre Aker","Plen/grøntområder","Gressklipping - Plen/grøntområder",2
2021,"Bydel Nordre Aker","Tur-, gang og sykkelvei","Brøyting/strøing - Tur-, gang og sykkelvei",2
2021,"Bydel Nordstrand","Tur-, gang- og sykkelvei","Hull i veien - Tur-, gang- og sykkelvei",2
2021,"Bydel Sagene","Farlig avfall","Søppel - Farlig avfall",2
2021,"Bydel Sagene","Feil/skade på søppelkasse","Søppel - Feil/skade på søppelkasse",2
2021,"Bydel Sagene","Overhengende/lave greiner/busker","Trær - Overhengende/lave greiner/busker",2
2021,"Bydel Sagene",Skader/mangler,"Toaletter - Skader/mangler",2
2021,"Bydel St.Hanshaugen",Brekkasje,"Trær - Brekkasje",2
2021,"Bydel St.Hanshaugen",Feil/mangler,"Idrettsutstyr - Feil/mangler",2
2021,"Bydel St.Hanshaugen",Fortau,"Brøyting/strøing - Fortau",2
2021,"Bydel St.Hanshaugen","Plen/grøntområder","Gressklipping - Plen/grøntområder",2
2021,"Bydel St.Hanshaugen","Registrering villfylling/hageavfall","Søppel - Registrering villfylling/hageavfall",2
2021,"Bydel St.Hanshaugen",Renhold,"Bymøbel - Renhold",2
2021,"Bydel St.Hanshaugen","Skilt i park/friområde","Skilt - Skilt i park/friområde",2
2021,"Bydel St.Hanshaugen",Vedlikehold,"Bymøbel - Vedlikehold",2
2021,"Bydel Stovner","Registrering villfylling/hageavfall","Søppel - Registrering villfylling/hageavfall",2
2021,"Bydel Ullern",Feil/mangler,"Idrettsutstyr - Feil/mangler",2
2021,"Bydel Vestre Aker",Feil/mangler,"Lekeplass - Feil/mangler",2
2021,"Bydel Vestre Aker","Fulle søppelkasser","Søppel - Fulle søppelkasser",2
2021,"Bydel Østensjø","Fulle søppelkasser","Søppel - Fulle søppelkasser",2
2021,"Bydel Østensjø","Park/friområde","Renhold - Park/friområde",2
2021,"Bydel Østensjø","Plen/grøntområder","Gressklipping - Plen/grøntområder",2
2021,Duplikat,"Greiner skygger for belysning","Gatelys - Greiner skygger for belysning",2
2021,Duplikat,"Greiner skygger for belysning","Trær - Greiner skygger for belysning",2
2021,Duplikat,Holdeplass,"Bymøbel - Holdeplass",2
2021,Duplikat,Holdeplass,"Renhold - Holdeplass",2
2021,Duplikat,P-plass,"Brøyting/strøing - P-plass",2
2021,Duplikat,Stranddusj,"Badeplass - Stranddusj",2
2021,Duplikat,"Trafikklys - Trykknapp","Trafikklys - Trykknapp",2
2021,"Eiendoms og byfornyelsesetaten",Feil/mangler,"Bymøbel - Feil/mangler",2
2021,"Eiendoms og byfornyelsesetaten",Feil/mangler,"Lekeplass - Feil/mangler",2
2021,"Eiendoms og byfornyelsesetaten",Fortau,"Brøyting/strøing - Fortau",2
2021,"Eiendoms og byfornyelsesetaten",Fortau,"Renhold - Fortau",2
2021,"Eiendoms og byfornyelsesetaten","Overhengende/lave greiner/busker","Trær - Overhengende/lave greiner/busker",2
2021,"Eiendoms og byfornyelsesetaten","Park/friområde","Renhold - Park/friområde",2
2021,"Eiendoms og byfornyelsesetaten","Tur-, gang- og sykkelvei","Hull i veien - Tur-, gang- og sykkelvei",2
2021,"Eiendoms og byfornyelsesetaten",Veibane,"Brøyting/strøing - Veibane",2
2021,"Feilparkert kjøretøy/elsparkesykkel",Bommer,"Bommer - Bommer",2
2021,"Feilparkert kjøretøy/elsparkesykkel",Feil/mangler,"Bymøbel - Feil/mangler",2
2021,"Feilparkert kjøretøy/elsparkesykkel",P-plass,"Brøyting/strøing - P-plass",2
2021,"Feilparkert kjøretøy/elsparkesykkel",Sykkelfelt,"Renhold - Sykkelfelt",2
2021,"Feilparkert kjøretøy/elsparkesykkel","Tur-, gang- og sykkelvei","Renhold - Tur-, gang- og sykkelvei",2
2021,Forsvarsbygg,"Fulle søppelkasser","Søppel - Fulle søppelkasser",2
2021,Forsvarsbygg,Risiko,"Trær - Risiko",2
2021,Fritekst,Blunker,"Gatelys - Blunker",2
2021,Fritekst,"Fremmed art - Russesvalerot","Problematiske fremmede arter - Russesvalerot",2
2021,Fritekst,Stranddusj,"Badeplass - Stranddusj",2
2021,Fritekst,"Sykkel - Ønske om sykkelparkering på offentlig grunn","Sykkel - Ønske om sykkelparkering på offentlig grunn",2
2021,Fritekst,"Søppel i park","Søppel - Søppel i park",2
2021,Fritekst,"Trafikklys - Trykknapp","Trafikklys - Trykknapp",2
2021,Fritekst,Turveiskilt,"Skilt - Turveiskilt",2
2021,Fritekst,"Visningsskilt til severdighet","Skilt - Visningsskilt til severdighet",2
2021,Gravferdsetaten,"Annen forsøpling","Søppel - Annen forsøpling",2
2021,"Gårdeiers ansvar","Registrering villfylling/hageavfall","Søppel - Registrering villfylling/hageavfall",2
2021,"Gårdeiers ansvar",Tagging,"Tagging - Tagging",2
2021,"Henvises ekstern aktør","Annen forsøpling","Søppel - Annen forsøpling",2
2021,"Henvises ekstern aktør",Annet,"Gatelys - Annet",2
2021,"Henvises ekstern aktør",Feil/mangler,"Bymøbel - Feil/mangler",2
2021,"Henvises ekstern aktør","Langs trikkeskinner","Hull i veien - Langs trikkeskinner",2
2021,"Henvises ekstern aktør","Mørkt område minst 4 stk","Gatelys - Mørkt område minst 4 stk",2
2021,"Henvises ekstern aktør",Tagging,"Tagging - Tagging",2
2021,"Henvises ekstern aktør","Tett/skadet sluk","Sluk, kummer og lokk - Tett/skadet sluk",2
2021,"Henvises ekstern aktør",Veibane,"Hull i veien - Veibane",2
2021,"Ikke behandlet","Registrering villfylling/hageavfall","Søppel - Registrering villfylling/hageavfall",2
2021,"Ikke behandlet",Strandrenhold,"Badeplass - Strandrenhold",2
2021,"Kirkelig fellesråd",Feil/mangler,"Bymøbel - Feil/mangler",2
2021,Kulturetaten,"Park/friområde","Renhold - Park/friområde",2
2021,"Leverandør avfallsekker","Farlig avfall","Søppel - Farlig avfall",2
2021,"Leverandør avfallsekker",Fortau,"Renhold - Fortau",2
2021,"Leverandør avfallsekker",P-plass,"Renhold - P-plass",2
2021,"Oslo Havn KF",Feil/mangler,"Bymøbel - Feil/mangler",2
2021,"Oslo Havn KF",Feil/mangler,"Idrettsutstyr - Feil/mangler",2
2021,"Oslo Havn KF",Skader/mangler,"Toaletter - Skader/mangler",2
2021,"Oslobygg KF",Annet,"Gatelys - Annet",2
2021,"Oslobygg KF",Fortau,"Brøyting/strøing - Fortau",2
2021,"Oslobygg KF","Registrering villfylling/hageavfall","Søppel - Registrering villfylling/hageavfall",2
2021,"Oslobygg KF","Skadet mast","Gatelys - Skadet mast / stolpe",2
2021,"Oslobygg KF","Skadet/Påkjørt trafikkskilt","Skilt - Skadet/Påkjørt trafikkskilt",2
2021,"Oslobygg KF","Skilt i park/friområde","Skilt - Skilt i park/friområde",2
2021,"Oslobygg KF","Tett/skadet sluk","Sluk, kummer og lokk - Tett/skadet sluk",2
2021,"Oslobygg KF","Tur-, gang- og sykkelvei","Renhold - Tur-, gang- og sykkelvei",2
2021,"Privat eiendom",Blender,"Gatelys - Blender",2
2021,"Privat eiendom","Fulle søppelkasser","Holdeplasser - Fulle søppelkasser",2
2021,"Privat eiendom","Lyser på dagen","Gatelys - Lyser på dagen",2
2021,"Privat eiendom","Runde lokk som slår","Sluk, kummer og lokk - Runde lokk som slår",2
2021,"Privat eiendom","Skadet armatur / lampe","Gatelys - Skadet armatur / lampe",2
2021,"Privat eiendom","Søppel i park","Søppel - Søppel i park",2
2021,"Privat vei","Firkantete lokk som slår","Sluk, kummer og lokk - Firkantete lokk som slår",2
2021,"Privat vei",Holdeplass,"Renhold - Holdeplass",2
2021,"Privat vei","Mørkt område minst 4 stk","Gatelys - Mørkt område minst 4 stk",2
2021,"Privat vei","Skadet armatur / lampe","Gatelys - Skadet armatur / lampe",2
2021,"Privat vei",Tagging,"Tagging - Tagging",2
2021,Saksbehandles,Blender,"Gatelys - Blender",2
2021,Saksbehandles,Brygge/badetrapp,"Badeplass - Brygge/badetrapp",2
2021,Saksbehandles,Holdeplass,"Brøyting/strøing - Holdeplass",2
2021,Saksbehandles,"Park/friområde","Renhold - Park/friområde",2
2021,Saksbehandles,"Registrering villfylling/hageavfall","Søppel - Registrering villfylling/hageavfall",2
2021,Saksbehandles,Strandrenhold,"Badeplass - Strandrenhold",2
2021,Saksbehandles,Sykkelfelt,"Renhold - Sykkelfelt",2
2021,Saksbehandles,"Tur-, gang- og sykkelvei","Renhold - Tur-, gang- og sykkelvei",2
2021,Saksbehandles,"Visningsskilt til severdighet","Skilt - Visningsskilt til severdighet",2
2021,"Sporveien AS",Blunker,"Gatelys - Blunker",2
2021,"Sporveien AS","Dårlig standard etter gravearbeid","Hull i veien - Dårlig standard etter gravearbeid",2
2021,"Sporveien AS",Fortau,"Renhold - Fortau",2
2021,"Sporveien AS",Sykkelfelt,"Hull i veien - Sykkelfelt",2
2021,"Statens vegvesen","Andre mangler","Holdeplasser - Andre mangler",2
2021,"Statens vegvesen","Feil/skade på søppelkasse","Søppel - Feil/skade på søppelkasse",2
2021,"Statens vegvesen","Fremmed art - Kjempebjørnekjeks / Tromsøpalme","Problematiske fremmede arter - Kjempebjørnekjeks / Tromsøpalme",2
2021,"Statens vegvesen","Greiner skygger for belysning","Gatelys - Greiner skygger for belysning",2
2021,"Statens vegvesen",Holdeplass,"Brøyting/strøing - Holdeplass",2
2021,"Statens vegvesen","Park/friområde","Renhold - Park/friområde",2
2021,"Statens vegvesen","Plen/grøntområder","Gressklipping - Plen/grøntområder",2
2021,"Statens vegvesen",Renhold,"Bymøbel - Renhold",2
2021,"Statens vegvesen","Skadet armatur / lampe","Gatelys - Skadet armatur / lampe",2
2021,"Statens vegvesen","Trafikklys - Blinker gult","Trafikklys - Blinker gult",2
2021,"Statens vegvesen",Turveiskilt,"Skilt - Turveiskilt",2
2021,"Statens vegvesen",Veibane,"Brøyting/strøing - Veibane",2
2021,Statsbygg,Annet,"Gatelys - Annet",2
2021,Statsbygg,"Feil/skade på søppelkasse","Søppel - Feil/skade på søppelkasse",2
2021,Statsbygg,Skader/mangler,"Toaletter - Skader/mangler",2
2021,Statsbygg,Stranddusj,"Badeplass - Stranddusj",2
2021,Statsbygg,Utmark,"Ulovlig overnatting - Utmark",2
2021,Statsbygg,Veibane,"Hull i veien - Veibane",2
2021,"Under behandling","Park/friområde","Renhold - Park/friområde",2
2021,"Under behandling",Risiko,"Trær - Risiko",2
2021,"Utbedring bestilt","Fremmed art - Kjempebjørnekjeks / Tromsøpalme","Problematiske fremmede arter - Kjempebjørnekjeks / Tromsøpalme",2
2021,"Utbedring bestilt","Lyser på dagen","Gatelys - Lyser på dagen",2
2021,"Utbedring bestilt","Registrering ønske om søppelkasse","Søppel - Registrering ønske om søppelkasse",2
2021,"Utbedring bestilt",Stranddusj,"Badeplass - Stranddusj",2
2021,"Utbedring bestilt",Strandrenhold,"Badeplass - Strandrenhold",2
2021,"Utbedring bestilt",Turveiskilt,"Skilt - Turveiskilt",2
2021,"Vann- og avløpsetaten",Bommer,"Bommer - Bommer",2
2021,"Vann- og avløpsetaten","Firkantete lokk som slår","Sluk, kummer og lokk - Firkantete lokk som slår",2
2021,"Vann- og avløpsetaten","Park/friområde","Renhold - Park/friområde",2
2021,"Vann- og avløpsetaten",Tagging,"Tagging - Tagging",2
2021,"Vann- og avløpsetaten","Tur-, gang og sykkelvei","Brøyting/strøing - Tur-, gang og sykkelvei",2
2021,"Videresendt BYM områdeansvarlig","Skadet ledning","Gatelys - Skadet ledning",2
2021,"Videresendt BYM områdeansvarlig",Utmark,"Ulovlig overnatting - Utmark",2
2021,"Videresendt parkforvaltning",Bommer,"Bommer - Bommer",2
2021,"Videresendt parkforvaltning",Brekkasje,"Trær - Brekkasje",2
2021,"Videresendt parkforvaltning","Park/friområde","Renhold - Park/friområde",2
2021,"Videresendt parkforvaltning","Tur-, gang- og sykkelvei","Renhold - Tur-, gang- og sykkelvei",2
2021,"Videresendt veidrift",Fortau,"Hull i veien - Fortau",2
2021,"Videresendt veidrift","Manglende/skadet gatenavnskilt","Skilt - Manglende/skadet gatenavnskilt",2
2021,"Videresendt veidrift",Tagging,"Tagging - Tagging",2
2021,"Aktør for sparkesykkel","Andre mangler","Holdeplasser - Andre mangler",1
2021,"Aktør for sparkesykkel","Fulle søppelkasser","Holdeplasser - Fulle søppelkasser",1
2021,"Aktør for sparkesykkel",Holdeplass,"Renhold - Holdeplass",1
2021,"Aktør for sparkesykkel",P-plass,"Brøyting/strøing - P-plass",1
2021,"Aktør for sparkesykkel","Registrering villfylling/hageavfall","Søppel - Registrering villfylling/hageavfall",1
2021,"Aktør for sparkesykkel",Renhold,"Bymøbel - Renhold",1
2021,"Aktør for sparkesykkel",Risiko,"Lekeplass - Risiko",1
2021,"Aktør for sparkesykkel",Sykkelfelt,"Hull i veien - Sykkelfelt",1
2021,"Aktør for sparkesykkel",Sykkelfelt,"Renhold - Sykkelfelt",1
2021,"Aktør for sparkesykkel","Tur-, gang- og sykkelvei","Renhold - Tur-, gang- og sykkelvei",1
2021,"Arbeid utført","Fremmed art - Kjempespringfrø","Problematiske fremmede arter - Kjempespringfrø",1
2021,"Arbeid utført","Fremmed art - Parkslirekne","Problematiske fremmede arter - Parkslirekne",1
2021,"Arbeid utført","Fremmed art - Russesvalerot","Problematiske fremmede arter - Russesvalerot",1
2021,"Arbeid utført","Manglende brøyting","Skøytebane - Manglende brøyting",1
2021,"Arbeid utført",Vannpost/kran,"Badeplass - Vannpost/kran",1
2021,BaneNor,Blunker,"Gatelys - Blunker",1
2021,BaneNor,Feil/mangler,"Bymøbel - Feil/mangler",1
2021,BaneNor,Fortau,"Brøyting/strøing - Fortau",1
2021,BaneNor,Fortau,"Renhold - Fortau",1
2021,BaneNor,"Fremmed art - Kjempebjørnekjeks / Tromsøpalme","Problematiske fremmede arter - Kjempebjørnekjeks / Tromsøpalme",1
2021,BaneNor,"Gjengrodd sti/turvei","Trær - Gjengrodd sti/turvei",1
2021,BaneNor,Holdeplass,"Renhold - Holdeplass",1
2021,BaneNor,"Plen/grøntområder","Gressklipping - Plen/grøntområder",1
2021,BaneNor,"Registrering villfylling/hageavfall","Søppel - Registrering villfylling/hageavfall",1
2021,BaneNor,Renhold,"Toaletter - Renhold",1
2021,BaneNor,"Tett/skadet sluk","Sluk, kummer og lokk - Tett/skadet sluk",1
2021,BaneNor,"Tur-, gang- og sykkelvei","Hull i veien - Tur-, gang- og sykkelvei",1
2021,"Boligbygg Oslo KF","Mørk lampe","Gatelys - Mørk lampe",1
2021,"Boligbygg Oslo KF",Veibane,"Brøyting/strøing - Veibane",1
2021,"Bydel Alna","Annen forsøpling","Søppel - Annen forsøpling",1
2021,"Bydel Alna",Brekkasje,"Trær - Brekkasje",1
2021,"Bydel Alna",Feil/mangler,"Lekeplass - Feil/mangler",1
2021,"Bydel Alna","Fulle søppelkasser","Søppel - Fulle søppelkasser",1
2021,"Bydel Alna","Mørkt område minst 4 stk","Gatelys - Mørkt område minst 4 stk",1
2021,"Bydel Alna",Risiko,"Lekeplass - Risiko",1
2021,"Bydel Bjerke","Annen forsøpling","Søppel - Annen forsøpling",1
2021,"Bydel Bjerke",Brekkasje,"Trær - Brekkasje",1
2021,"Bydel Bjerke",Feil/mangler,"Idrettsutstyr - Feil/mangler",1
2021,"Bydel Bjerke","Overhengende/lave greiner/busker","Trær - Overhengende/lave greiner/busker",1
2021,"Bydel Bjerke","Park/friområde","Renhold - Park/friområde",1
2021,"Bydel Frogner",Brekkasje,"Trær - Brekkasje",1
2021,"Bydel Frogner","Overhengende/lave greiner/busker","Beskjæring/trimming av trær/busker - Overhengende/lave greiner/busker",1
2021,"Bydel Frogner",Renhold,"Bymøbel - Renhold",1
2021,"Bydel Frogner","Tur-, gang- og sykkelvei","Hull i veien - Tur-, gang- og sykkelvei",1
2021,"Bydel Frogner",Veibane,"Renhold - Veibane",1
2021,"Bydel Gamle Oslo",Feil/mangler,"Idrettsutstyr - Feil/mangler",1
2021,"Bydel Gamle Oslo","Registrering villfylling/hageavfall","Søppel - Registrering villfylling/hageavfall",1
2021,"Bydel Gamle Oslo","Registrering ønske om søppelkasse","Søppel - Registrering ønske om søppelkasse",1
2021,"Bydel Gamle Oslo",Risiko,"Lekeplass - Risiko",1
2021,"Bydel Gamle Oslo",Tagging,"Tagging - Tagging",1
2021,"Bydel Gamle Oslo","Tur-, gang og sykkelvei","Brøyting/strøing - Tur-, gang og sykkelvei",1
2021,"Bydel Grorud","Annen forsøpling","Søppel - Annen forsøpling",1
2021,"Bydel Grorud","Fulle søppelkasser","Søppel - Fulle søppelkasser",1
2021,"Bydel Grünerløkka","Dårlig standard etter gravearbeid","Hull i veien - Dårlig standard etter gravearbeid",1
2021,"Bydel Grünerløkka","Greiner skygger for belysning","Trær - Greiner skygger for belysning",1
2021,"Bydel Grünerløkka","Midlertidig skilting","Skilt - Midlertidig skilting",1
2021,"Bydel Grünerløkka",Renhold,"Toaletter - Renhold",1
2021,"Bydel Grünerløkka",Risiko,"Trær - Risiko",1
2021,"Bydel Grünerløkka","Runde lokk som slår","Sluk, kummer og lokk - Runde lokk som slår",1
2021,"Bydel Grünerløkka","Søppel i park","Søppel - Søppel i park",1
2021,"Bydel Grünerløkka","Trafikklys - Annet","Trafikklys - Annet",1
2021,"Bydel Grünerløkka","Trafikkøyer og rundkjøringer","Gressklipping - Trafikkøyer og rundkjøringer",1
2021,"Bydel Grünerløkka",Veibane,"Hull i veien - Veibane",1
2021,"Bydel Nordre Aker",Brekkasje,"Trær - Brekkasje",1
2021,"Bydel Nordre Aker",Feil/mangler,"Idrettsutstyr - Feil/mangler",1
2021,"Bydel Nordre Aker",Fortau,"Brøyting/strøing - Fortau",1
2021,"Bydel Nordre Aker",Risiko,"Trær - Risiko",1
2021,"Bydel Nordre Aker","Tur-, gang- og sykkelvei","Hull i veien - Tur-, gang- og sykkelvei",1
2021,"Bydel Nordre Aker",Veibane,"Hull i veien - Veibane",1
2021,"Bydel Nordstrand","Annen forsøpling","Søppel - Annen forsøpling",1
2021,"Bydel Nordstrand",Brekkasje,"Trær - Brekkasje",1
2021,"Bydel Nordstrand",Feil/mangler,"Idrettsutstyr - Feil/mangler",1
2021,"Bydel Nordstrand","Fulle søppelkasser","Søppel - Fulle søppelkasser",1
2021,"Bydel Nordstrand","Overhengende/lave greiner/busker","Trær - Overhengende/lave greiner/busker",1
2021,"Bydel Nordstrand","Plen/grøntområder","Gressklipping - Plen/grøntområder",1
2021,"Bydel Nordstrand","Registrering ønske om søppelkasse","Søppel - Registrering ønske om søppelkasse",1
2021,"Bydel Nordstrand","Tur-, gang- og sykkelvei","Renhold - Tur-, gang- og sykkelvei",1
2021,"Bydel Sagene",Annet,"Gatelys - Annet",1
2021,"Bydel Sagene",Brekkasje,"Trær - Brekkasje",1
2021,"Bydel Sagene","Dårlig standard etter gravearbeid","Hull i veien - Dårlig standard etter gravearbeid",1
2021,"Bydel Sagene","Fremmed art - Kjempebjørnekjeks / Tromsøpalme","Problematiske fremmede arter - Kjempebjørnekjeks / Tromsøpalme",1
2021,"Bydel Sagene","Gjengrodd sti/turvei","Trær - Gjengrodd sti/turvei",1
2021,"Bydel Sagene","Greiner skygger for belysning","Trær - Greiner skygger for belysning",1
2021,"Bydel Sagene",Holdeplass,"Brøyting/strøing - Holdeplass",1
2021,"Bydel Sagene","Plen/grøntområder","Gressklipping - Plen/grøntområder",1
2021,"Bydel Sagene","Registrering ønske om søppelkasse","Søppel - Registrering ønske om søppelkasse",1
2021,"Bydel Sagene","Søppel i park","Søppel - Søppel i park",1
2021,"Bydel Sagene",Tagging,"Tagging - Tagging",1
2021,"Bydel Sagene","Tett/skadet sluk","Sluk, kummer og lokk - Tett/skadet sluk",1
2021,"Bydel Sagene","Tur-, gang- og sykkelvei","Hull i veien - Tur-, gang- og sykkelvei",1
2021,"Bydel St.Hanshaugen",Bommer,"Bommer - Bommer",1
2021,"Bydel St.Hanshaugen","Firkantete lokk som slår","Sluk, kummer og lokk - Firkantete lokk som slår",1
2021,"Bydel St.Hanshaugen",Fortau,"Hull i veien - Fortau",1
2021,"Bydel St.Hanshaugen",Fortau,"Renhold - Fortau",1
2021,"Bydel St.Hanshaugen","Manglende vanning","Skøytebane - Manglende vanning",1
2021,"Bydel St.Hanshaugen","Mørk lampe","Gatelys - Mørk lampe",1
2021,"Bydel St.Hanshaugen","Overhengende/lave greiner/busker","Beskjæring/trimming av trær/busker - Overhengende/lave greiner/busker",1
2021,"Bydel St.Hanshaugen",Skader/mangler,"Toaletter - Skader/mangler",1
2021,"Bydel St.Hanshaugen",Sykkelfelt,"Hull i veien - Sykkelfelt",1
2021,"Bydel St.Hanshaugen","Tur-, gang og sykkelvei","Brøyting/strøing - Tur-, gang og sykkelvei",1
2021,"Bydel St.Hanshaugen","Tur-, gang- og sykkelvei","Renhold - Tur-, gang- og sykkelvei",1
2021,"Bydel Stovner","Annen forsøpling","Søppel - Annen forsøpling",1
2021,"Bydel Stovner",Feil/mangler,"Lekeplass - Feil/mangler",1
2021,"Bydel Søndre Nordstrand",Feil/mangler,"Lekeplass - Feil/mangler",1
2021,"Bydel Ullern","Plen/grøntområder","Gressklipping - Plen/grøntområder",1
2021,"Bydel Vestre Aker","Gjengrodd sti/turvei","Trær - Gjengrodd sti/turvei",1
2021,"Bydel Vestre Aker","Park/friområde","Renhold - Park/friområde",1
2021,"Bydel Vestre Aker",Veibane,"Hull i veien - Veibane",1
2021,"Bydel Østensjø",Annet,"Gatelys - Annet",1
2021,"Bydel Østensjø",Feil/mangler,"Bymøbel - Feil/mangler",1
2021,"Bydel Østensjø",Feil/mangler,"Lekeplass - Feil/mangler",1
2021,"Bydel Østensjø","Fulle søppelkasser","Holdeplasser - Fulle søppelkasser",1
2021,Duplikat,"Andre mangler","Holdeplasser - Andre mangler",1
2021,Duplikat,Bussbom,"Bommer - Bussbom",1
2021,Duplikat,"Farlig avfall","Søppel - Farlig avfall",1
2021,Duplikat,Holdeplass,"Brøyting/strøing - Holdeplass",1
2021,Duplikat,"Langs trikkeskinner","Hull i veien - Langs trikkeskinner",1
2021,Duplikat,Skader/mangler,"Toaletter - Skader/mangler",1
2021,Duplikat,"Trafikklys - Mørkt anlegg","Trafikklys - Mørkt anlegg",1
2021,Duplikat,Turveiskilt,"Skilt - Turveiskilt",1
2021,"Eiendoms og byfornyelsesetaten",Feil/mangler,"Idrettsutstyr - Feil/mangler",1
2021,"Eiendoms og byfornyelsesetaten",Fortau,"Hull i veien - Fortau",1
2021,"Eiendoms og byfornyelsesetaten","Greiner skygger for belysning","Trær - Greiner skygger for belysning",1
2021,"Eiendoms og byfornyelsesetaten","Mørk lampe","Gatelys - Mørk lampe",1
2021,"Eiendoms og byfornyelsesetaten",P-plass,"Hull i veien - P-plass",1
2021,"Eiendoms og byfornyelsesetaten",P-plass,"Renhold - P-plass",1
2021,"Eiendoms og byfornyelsesetaten","Skadet/Påkjørt trafikkskilt","Skilt - Skadet/Påkjørt trafikkskilt",1
2021,"Eiendoms og byfornyelsesetaten","Skilt i park/friområde","Skilt - Skilt i park/friområde",1
2021,"Eiendoms og byfornyelsesetaten","Trafikkøyer og rundkjøringer","Gressklipping - Trafikkøyer og rundkjøringer",1
2021,"Eiendoms og byfornyelsesetaten","Tur-, gang og sykkelvei","Brøyting/strøing - Tur-, gang og sykkelvei",1
2021,"Eiendoms og byfornyelsesetaten","Ønske om nytt tre","Trær - Ønske om nytt tre",1
2021,Elvia/Hafslund,"Firkantete lokk som slår","Sluk, kummer og lokk - Firkantete lokk som slår",1
2021,Elvia/Hafslund,Fortau,"Renhold - Fortau",1
2021,Elvia/Hafslund,"Greiner skygger for belysning","Gatelys - Greiner skygger for belysning",1
2021,Elvia/Hafslund,"Mørkt område minst 4 stk","Gatelys - Mørkt område minst 4 stk",1
2021,Elvia/Hafslund,"Skadet armatur / lampe","Gatelys - Skadet armatur / lampe",1
2021,Elvia/Hafslund,"Skadet/Påkjørt trafikkskilt","Skilt - Skadet/Påkjørt trafikkskilt",1
2021,Elvia/Hafslund,"Trafikklys - Annet","Trafikklys - Annet",1
2021,Elvia/Hafslund,"Tur-, gang- og sykkelvei","Renhold - Tur-, gang- og sykkelvei",1
2021,Elvia/Hafslund,Veibane,"Brøyting/strøing - Veibane",1
2021,"Feilparkert kjøretøy/elsparkesykkel",Fortau,"Hull i veien - Fortau",1
2021,"Feilparkert kjøretøy/elsparkesykkel","Fulle søppelkasser","Søppel - Fulle søppelkasser",1
2021,"Feilparkert kjøretøy/elsparkesykkel","Manglende/skadet gatenavnskilt","Skilt - Manglende/skadet gatenavnskilt",1
2021,"Feilparkert kjøretøy/elsparkesykkel","Plen/grøntområder","Gressklipping - Plen/grøntområder",1
2021,"Feilparkert kjøretøy/elsparkesykkel",Renhold,"Bymøbel - Renhold",1
2021,"Feilparkert kjøretøy/elsparkesykkel",Sykkelfelt,"Brøyting/strøing - Sykkelfelt",1
2021,"Feilparkert kjøretøy/elsparkesykkel","Søppel på holdeplass","Søppel - Søppel på holdeplass",1
2021,"Feilparkert kjøretøy/elsparkesykkel","Tur-, gang- og sykkelvei","Hull i veien - Tur-, gang- og sykkelvei",1
